Timestamp,"SECTION A: DEMOGRAPHIC INFORMATION

Gender",Age,Position in business,Type of business,Years of operation ,My business has active social media accounts,We regularly update our social media pages,We respond promptly to customer messages online,Our social media platforms increase our visibility,Customers easily find our business through social media,My business uses paid advertising on social media,Social media ads help us reach our target customers,Social media advertising increases our sales,We allocate part of our budget to online advertising,Social media advertising gives better results than traditional marketing,We post content regularly on our social media platforms,Our content is engaging and attracts customers,We use images/videos to promote our products/services by,Our content reflects our brand identity clearly,Quality content helps us retain customers,Our business performs better than competitors,We have gained more customers through social media,Our brand is well recognized in the market,Social media has improved our profitability,We maintain strong customer loyalty compared to competitors,
2026/04/30 06:53:00 PM GMT+1,Female,18-25,Manager,Trading,Below 1 year,Neutral,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Neutral,Agree,Strongly agree,
2026/04/28 12:12:00 AM GMT+1,Female,18-25,Owner,Services,Below 1 year,Neutral,Agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,
2026/05/04 03:01:00 PM GMT+1,Male,18-25,Owner,Services,Above 10 years,Neutral,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/05/10 09:11:00 PM GMT+1,Female,26-35,Manager,Trading,6-10 years,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,
2026/05/07 07:08:00 PM GMT+1,Female,26-35,Owner,Others,1-5 years,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Disagree,Agree,Neutral,
2026/05/02 04:53:00 AM GMT+1,Male,18-25,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,
2026/04/28 11:30:00 PM GMT+1,Female,26-35,Supervisor,Services,1-5 years,Neutral,Strongly disagree,Agree,Neutral,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,
2026/05/11 09:35:00 PM GMT+1,Female,26-35,Owner,Others,6-10 years,Agree,Neutral,Agree,Strongly agree,Agree,Strongly disagree,Neutral,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,
2026/04/28 04:40:00 AM GMT+1,Male,18-25,Owner,Others,1-5 years,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,
2026/04/28 09:10:00 AM GMT+1,Male,18-25,Owner,Services,Above 10 years,Agree,Agree,Neutral,Disagree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,
2026/04/22 06:52:00 AM GMT+1,Male,18-25,Owner,Trading,1-5 years,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,
2026/05/09 12:59:00 PM GMT+1,Female,18-25,Owner,Services,Below 1 year,Agree,Agree,Strongly agree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly agree,
2026/04/27 11:49:00 AM GMT+1,Male,18-25,Owner,Others,1-5 years,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,
2026/04/24 06:43:00 PM GMT+1,Female,18-25,Owner,Others,1-5 years,Neutral,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,
2026/05/01 11:52:00 AM GMT+1,Female,26-35,Owner,Trading,6-10 years,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Neutral,Disagree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,
2026/04/30 01:27:00 AM GMT+1,Female,18-25,Owner,Others,1-5 years,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,
2026/04/22 07:18:00 AM GMT+1,Male,46 and above,Owner,Others,Below 1 year,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,
2026/05/11 10:08:00 AM GMT+1,Female,26-35,Manager,Services,1-5 years,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Strongly agree,Neutral,
2026/04/25 11:21:00 PM GMT+1,Male,46 and above,Owner,Trading,Above 10 years,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,
2026/05/11 10:02:00 AM GMT+1,Female,18-25,Owner,Trading,1-5 years,Agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,
2026/05/08 09:13:00 PM GMT+1,Female,18-25,Owner,Others,Above 10 years,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,
2026/05/01 09:15:00 PM GMT+1,Female,26-35,Owner,Services,6-10 years,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,
2026/04/29 04:58:00 AM GMT+1,Male,18-25,Owner,Trading,Below 1 year,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Neutral,Strongly agree,Disagree,Disagree,
2026/05/04 02:39:00 PM GMT+1,Female,26-35,Owner,Services,Below 1 year,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,
2026/05/11 11:08:00 AM GMT+1,Male,18-25,Owner,Trading,Below 1 year,Neutral,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Agree,Strongly agree,Agree,
2026/05/03 02:06:00 AM GMT+1,Female,18-25,Owner,Others,1-5 years,Strongly disagree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,
2026/05/13 12:08:00 AM GMT+1,Male,18-25,Manager,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Disagree,
2026/04/23 01:11:00 PM GMT+1,Female,18-25,Owner,Services,1-5 years,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Agree,Neutral,
2026/05/09 08:50:00 PM GMT+1,Female,18-25,Owner,Others,Below 1 year,Neutral,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,
2026/05/01 12:28:00 AM GMT+1,Male,18-25,Owner,Services,1-5 years,Disagree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,
2026/04/22 10:03:00 PM GMT+1,Female,18-25,Owner,Others,Below 1 year,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/05/12 09:18:00 PM GMT+1,Male,18-25,Owner,Services,1-5 years,Neutral,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Disagree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,
2026/05/03 03:15:00 PM GMT+1,Female,26-35,Owner,Services,Below 1 year,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Neutral,Strongly agree,
2026/05/11 08:11:00 AM GMT+1,Male,26-35,Owner,Others,Below 1 year,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,
2026/04/22 10:29:00 AM GMT+1,Male,18-25,Owner,Trading,1-5 years,Agree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Neutral,Agree,Strongly agree,
2026/04/28 09:39:00 PM GMT+1,Female,26-35,Owner,Others,1-5 years,Agree,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,
2026/04/25 09:02:00 PM GMT+1,Female,18-25,Owner,Trading,1-5 years,Agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,
2026/04/25 04:15:00 AM GMT+1,Female,18-25,Manager,Trading,6-10 years,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,
2026/04/24 03:42:00 PM GMT+1,Male,18-25,Owner,Trading,1-5 years,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,
2026/04/22 06:51:00 PM GMT+1,Male,18-25,Owner,Trading,Above 10 years,Neutral,Neutral,Agree,Strongly agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,
2026/05/08 08:23:00 PM GMT+1,Female,18-25,Owner,Services,Below 1 year,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,
2026/04/30 01:16:00 AM GMT+1,Female,18-25,Owner,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,
2026/05/07 06:13:00 PM GMT+1,Female,26-35,Owner,Trading,1-5 years,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,
2026/05/05 08:07:00 PM GMT+1,Male,18-25,Owner,Trading,1-5 years,Agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,
2026/04/26 01:33:00 AM GMT+1,Female,18-25,Owner,Others,1-5 years,Strongly agree,Neutral,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,
2026/04/29 10:13:00 AM GMT+1,Male,26-35,Owner,Trading,1-5 years,Disagree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,
2026/05/06 09:59:00 PM GMT+1,Female,18-25,Owner,Services,1-5 years,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,
2026/05/05 01:44:00 PM GMT+1,Male,36-45,Owner,Trading,1-5 years,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,
2026/05/09 10:25:00 AM GMT+1,Female,18-25,Manager,Services,Below 1 year,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Agree,
2026/04/24 05:17:00 AM GMT+1,Male,18-25,Owner,Trading,Below 1 year,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,
2026/05/11 09:26:00 PM GMT+1,Male,18-25,Owner,Trading,1-5 years,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/05/03 07:44:00 AM GMT+1,Male,36-45,Owner,Others,6-10 years,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,
2026/05/06 09:08:00 AM GMT+1,Male,36-45,Owner,Trading,1-5 years,Strongly disagree,Agree,Strongly agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,
2026/05/02 05:39:00 AM GMT+1,Male,18-25,Owner,Others,6-10 years,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,
2026/05/12 05:44:00 PM GMT+1,Female,36-45,Manager,Trading,Below 1 year,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,
2026/04/26 05:16:00 PM GMT+1,Female,18-25,Manager,Trading,1-5 years,Strongly agree,Neutral,Strongly agree,Strongly disagree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,
2026/05/09 03:25:00 AM GMT+1,Female,46 and above,Owner,Trading,Below 1 year,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,
2026/05/07 10:40:00 PM GMT+1,Female,46 and above,Owner,Trading,1-5 years,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,
2026/05/02 11:20:00 AM GMT+1,Female,18-25,Supervisor,Trading,1-5 years,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,
2026/05/03 05:56:00 PM GMT+1,Female,26-35,Owner,Others,6-10 years,Strongly agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,
2026/05/09 01:14:00 PM GMT+1,Female,18-25,Supervisor,Others,1-5 years,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Neutral,Agree,
2026/04/24 04:50:00 AM GMT+1,Female,18-25,Supervisor,Others,Below 1 year,Strongly agree,Neutral,Agree,Strongly disagree,Strongly agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly agree,
2026/05/07 07:07:00 AM GMT+1,Female,18-25,Supervisor,Others,1-5 years,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Strongly disagree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Agree,Disagree,
2026/04/30 06:11:00 AM GMT+1,Female,18-25,Owner,Others,Below 1 year,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,Disagree,Strongly agree,Neutral,
2026/05/05 06:44:00 AM GMT+1,Female,18-25,Owner,Trading,Above 10 years,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,
2026/04/26 06:57:00 PM GMT+1,Female,18-25,Owner,Services,Below 1 year,Disagree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly disagree,Neutral,Agree,
2026/05/09 10:26:00 PM GMT+1,Female,18-25,Owner,Services,1-5 years,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,
2026/05/05 10:45:00 AM GMT+1,Male,18-25,Owner,Services,Below 1 year,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly agree,Disagree,Neutral,
2026/05/11 05:14:00 AM GMT+1,Female,18-25,Manager,Others,1-5 years,Strongly agree,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,
2026/05/03 05:55:00 AM GMT+1,Female,18-25,Owner,Services,Below 1 year,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,
2026/04/25 12:35:00 AM GMT+1,Female,18-25,Owner,Services,6-10 years,Agree,Agree,Neutral,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Strongly agree,
2026/05/07 03:09:00 PM GMT+1,Female,26-35,Owner,Others,1-5 years,Neutral,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly agree,
2026/05/11 11:53:00 AM GMT+1,Male,26-35,Supervisor,Trading,6-10 years,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,
2026/04/28 09:17:00 PM GMT+1,Female,18-25,Owner,Others,1-5 years,Agree,Strongly agree,Strongly disagree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,
2026/04/22 07:35:00 PM GMT+1,Female,18-25,Owner,Trading,6-10 years,Strongly agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,
2026/05/10 09:59:00 PM GMT+1,Female,18-25,Owner,Others,1-5 years,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neutral,Neutral,
2026/04/26 03:07:00 AM GMT+1,Male,18-25,Owner,Services,1-5 years,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,
2026/05/03 03:54:00 PM GMT+1,Male,18-25,Supervisor,Trading,1-5 years,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,
2026/05/11 01:19:00 PM GMT+1,Male,46 and above,Owner,Services,6-10 years,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Strongly disagree,
2026/05/09 03:15:00 PM GMT+1,Female,18-25,Owner,Trading,1-5 years,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,
2026/04/29 11:20:00 AM GMT+1,Female,36-45,Owner,Trading,Above 10 years,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,
2026/05/04 03:37:00 AM GMT+1,Male,26-35,Owner,Services,Below 1 year,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,
2026/04/26 11:08:00 PM GMT+1,Male,18-25,Owner,Trading,Below 1 year,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,
2026/04/23 04:00:00 AM GMT+1,Male,18-25,Owner,Services,Below 1 year,Strongly agree,Neutral,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Strongly agree,Neutral,
2026/04/30 07:33:00 AM GMT+1,Female,36-45,Manager,Others,Below 1 year,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,
2026/04/22 07:37:00 PM GMT+1,Female,26-35,Owner,Others,6-10 years,Strongly agree,Agree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
2026/04/29 07:58:00 AM GMT+1,Female,18-25,Supervisor,Others,1-5 years,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Agree,Agree,Agree,
2026/04/26 02:14:00 AM GMT+1,Female,26-35,Owner,Others,Below 1 year,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,
